Profile Name,Esn,Device Type,Acct First Playback Date,Acct Last Playback Date,Acct First Playback Date For User Generated Plays,Acct Last Playback Date For User Generated Plays,Profile First Playback Date,Profile Last Playback Date,Profile First Playback Date For User Generated Plays,Profile Last Playback Date For User Generated Plays,Deactivation Time
luciana,NFCDCH-02-CE71EUNTEJJ9GP4KV65UL5F1JH2JCY,Chrome PC (Cadmium),,,,,,,,,
luciana,NFAPPL-02-IPHONE7=2-DD2D15957E5344FFA13C0607734622A99928CF318CC209AF99CC84006A31FBAE,Apple iPhone 6,,,,,,,,,
luciana,NFCDCH-02-C97NVXR2Q57D3PW18AWQ7G78JQCHFW,Chrome PC (Cadmium),,,,,,,,,
luciana,NFCDCH-02-D3F6MRGMJAYR88TX5KE6RTTVYPRH5F,Chrome PC (Cadmium),,,,,,,,,
luciana,NFCDCH-02-CPEJ3QRAVTVDL9NCHE18C17LK6YG66,Chrome PC (Cadmium),,,,,,,,,
luciana,NFCDCH-02-CKNGEQUX2356HRLXU79JL8N634AR25,Chrome PC (Cadmium),,,,,,,,,
luciana,NFCDCH-02-CYL9JWQFE9FG3N0FH15PNAPM86VKGD,Chrome PC (Cadmium),,,,,,,,,
luciana,NFCDCH-02-CX1GZ0YAJCRK5R3XTWYKTH60J87D45,Chrome PC (Cadmium),,,,,,,,,
luciana,NFCDCH-02-CRR0L19WV5Q8ENG73LQHPFE68CA86C,Chrome PC (Cadmium),,,,,,,,,
luciana,NFCDIE-02-CT0H3PXW0DTMUET7LXD5TGARFJFRTK,Edge (Cadmium),,,,,,,,,
luciana,NFCDCH-02-CQZHPUR5GAE3XPH7FR20KCH0V15VWQ,Chrome PC (Cadmium),,,,,,,,,
luciana,NFCDCH-02-CMQ6QNLQHA856HHU7MK1J0M3AU6WNX,Chrome PC (Cadmium),,,,,,,,,
luciana,NFAPPL-02-IPHONE7=2-43DEB922697878DDE2AE75ADC62C6A02924999685AA41D3CF1586D5E804499EE,Apple iPhone 6,,,,,,,,,
luciana,NFANDROID1-ALPS=MAGNUS=SX5QCS-B216A809637BB3BC740246CCE712B6BB14C9BE9F2A3EEFEE567A3E41302D9DCE,Mobile,,,,,,,,,
luciana,NFANDROID1-TCT==ONE=TOUCH=4015NS-45763E084C2CB555218DE9CC1ABB6C38C97034B4EDA6615FB10BA6E9F2B6506E,Mobile,,,,,,,,,
luciana,NFCDCH-02-C8T01V3G9EXW9MW3H8CDEJDCF2601L,Chrome PC (Cadmium),,,,,,,,,
luciana,222892512985758304163034605567208,Roku HD Player,,,,,,,,,
luciana,1ac03518f520bd72e7c4aed56ae38e34c01ad539,Roku HD Player,,,,,,,,,
luciana,2194604009589138972185797853596261,Roku HD Player,,,,,,,,,
luciana,2194586249266575498127852575736925,Roku HD Player,,,,,,,,,
luciana,2113792058617694610391972073225315,Roku HD Player,,,,,,,,,
luciana,256149796799478779211094741888406,Roku HD Player,,,,,,,,,
luciana,192125119712183362377162326984930,Roku HD Player,,,,,,,,,
luciana,259282554689327722851646834898152,Roku HD Player,,,,,,,,,
luciana,180326899299561761587838414798590,Roku HD Player,,,,,,,,,
luciana,NFANDROID1-PRV-P-SAMSUSM-G975F-7176-0BC5604DDB537A60D8FD0FEDBD84789D09ABD97616471F0459941765FECDAEA53,DefaultWidevineAndroidPhone,,,,,,,,,
luciana,217895015353006909633104999654892,Roku HD Player,,,,,,,,,
luciana,257157717307156226456995243692312,Roku HD Player,,,,,,,,,
