Esn,Country,Localized Device Description,Device Description,Ip,Region Code Display Name,Ts
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:99d2:3a11:7b68:9d44,Espírito Santo,2023-03-08T01:34:48.222Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:7874:73ba:dc06:318d,Espírito Santo,2023-03-07T14:36:21.790Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:fd24:58d7:9676:1c71,Espírito Santo,2023-03-07T03:35:07.939Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-03-07T03:03:32.909Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:a065:c6de:2858:22ee,Espírito Santo,2023-03-07T01:47:38.997Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:cca4:42eb:3613:e89a,Espírito Santo,2023-03-06T15:16:01.455Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-03-06T14:41:16.741Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-03-06T03:05:02.698Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:912d:35c1:3442:e096,Espírito Santo,2023-03-06T02:43:29.553Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-03-05T22:13:14.322Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.217.219,Espírito Santo,2023-03-05T19:50:11.479Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:8cb9:8d3c:5245:def6,Espírito Santo,2023-03-05T18:28:14.948Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:d71:de94:42f3:b7ad,Espírito Santo,2023-03-05T15:55:47.248Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:d71:de94:42f3:b7ad,Espírito Santo,2023-03-05T05:33:39.604Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-03-04T04:01:00.874Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:6552:c1f5:d91f:b02b,Espírito Santo,2023-03-04T02:17:18.843Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-03-04T00:52:03.457Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-03-02T17:07:27.191Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:35a0:246:71ff:994b,Espírito Santo,2023-03-02T16:23:40.599Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:f5:cc72:751c:fa7b,Espírito Santo,2023-03-02T05:41:58.822Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,2804:11e4:409:cf00:502:40c3:458c:4d7e,Espírito Santo,2023-03-02T04:03:12.912Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:446b:f1ac:9b85:ddb0,Espírito Santo,2023-03-01T17:06:42.003Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:4440:9519:79e7:ba18,Espírito Santo,2023-03-01T12:51:10.947Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:4440:9519:79e7:ba18,Espírito Santo,2023-03-01T02:20:29.961Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-02-28T11:30:41.992Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-02-28T02:53:31.351Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:3521:1af2:3b6e:4d01,Espírito Santo,2023-02-28T01:35:00.631Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-02-27T05:06:33.969Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-02-26T22:32:38.265Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:4d83:572e:b546:3757,Espírito Santo,2023-02-26T04:05:26.122Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-02-25T13:21:04.864Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:2040:efeb:8a3c:d7e3,Espírito Santo,2023-02-25T05:53:53.430Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:e1b9:e290:1eb:d77d,Espírito Santo,2023-02-25T00:58:18.689Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.217.219,Espírito Santo,2023-02-25T00:52:25.248Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:f963:f302:f83:300,Espírito Santo,2023-02-24T16:39:34.645Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:19e6:e70c:a142:eb1d,Espírito Santo,2023-02-24T10:32:20.173Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:409:cf00:19e6:e70c:a142:eb1d,Espírito Santo,2023-02-24T02:48:45.939Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.217.219,Espírito Santo,2023-02-23T15:34:07.693Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.217.219,Espírito Santo,2023-02-23T14:19:51.862Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.219.13,Espírito Santo,2023-02-22T17:51:42.602Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:a066:ad6e:94eb:5d4,Espírito Santo,2023-02-22T05:46:10.604Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.214.57,Espírito Santo,2023-02-22T03:49:58.907Z
SSTV-KU20-0000000000000005794705,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.215.84,Espírito Santo,2023-02-21T20:32:21.343Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:513a:9b4a:cc57:20b3,Espírito Santo,2023-02-21T13:42:21.191Z
SSTV-NVT5-0000000000000030699230,BR,Samsung 2015 NT14M DTV Smart TV,Samsung 2015 NT14M DTV Smart TV,177.91.217.132,Espírito Santo,2023-02-21T05:48:15.325Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:b3:9c79:30c2:8a09,Espírito Santo,2023-02-21T04:44:03.904Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:3451:468f:5f7b:7aca,Espírito Santo,2023-02-21T00:55:57.832Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,2804:11e4:406:c000:c5cd:99b1:399d:3361,Espírito Santo,2023-02-20T12:56:24.381Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.215.84,Espírito Santo,2023-02-20T03:01:58.650Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,2804:11e4:406:c000:c5cd:99b1:399d:3361,Espírito Santo,2023-02-20T02:55:58.517Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.215.84,Espírito Santo,2023-02-20T02:55:34.606Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,2804:11e4:406:c000:c5cd:99b1:399d:3361,Espírito Santo,2023-02-20T02:55:26.910Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.215.84,Espírito Santo,2023-02-20T02:55:21.409Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,2804:11e4:406:c000:c5cd:99b1:399d:3361,Espírito Santo,2023-02-20T02:55:11.255Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.215.84,Espírito Santo,2023-02-20T02:53:09.386Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,2804:11e4:406:c000:c5cd:99b1:399d:3361,Espírito Santo,2023-02-20T02:52:59.747Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.215.84,Espírito Santo,2023-02-20T02:52:27.371Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:b9f8:755c:1320:fc54,Espírito Santo,2023-02-18T12:12:54.917Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:47a:582:5a0d:96ea,Espírito Santo,2023-02-18T11:20:19.370Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.215.84,Espírito Santo,2023-02-18T03:28:07.871Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:b86a:f77c:a064:3d97,Espírito Santo,2023-02-17T13:48:01.316Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:511e:52b:61f2:6b3f,Espírito Santo,2023-02-17T12:10:24.915Z
SSTV-KU20-0000000000000007282214,BR,Samsung CE 2020 Kant-S2 UHD TV Smart TV,Samsung CE 2020 Kant-S2 UHD TV Smart TV,177.91.215.84,Espírito Santo,2023-02-17T03:48:26.294Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:511e:52b:61f2:6b3f,Espírito Santo,2023-02-17T01:02:35.662Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:19fe:ee37:9e88:cb33,Espírito Santo,2023-02-16T22:45:44.747Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:9d54:43e:6e8d:c87d,Espírito Santo,2023-02-16T14:26:45.738Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:2544:32bc:bcd6:9acf,Espírito Santo,2023-02-16T10:21:13.363Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:e1d4:d166:a7b3:12d4,Espírito Santo,2023-02-16T03:28:34.726Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:e8eb:922e:5151:a28f,Espírito Santo,2023-02-15T23:47:40.079Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:c48:ae39:1814:cfcc,Espírito Santo,2023-02-15T23:31:07.707Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:8169:f3c3:7c6e:1945,Espírito Santo,2023-02-15T23:30:51.461Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:6c54:19ae:2b73:3a0c,Espírito Santo,2023-02-15T02:14:40.593Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.215.84,Espírito Santo,2023-02-15T02:10:23.687Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:c8e5:c520:1f7:f8d4,Espírito Santo,2023-02-15T01:48:39.479Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:bd4d:684f:737a:c706,Espírito Santo,2023-02-15T00:25:04.032Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:e899:6fb4:2b05:45bf,Espírito Santo,2023-02-14T02:46:39.951Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:7820:331b:c49a:7ab1,Espírito Santo,2023-02-14T01:04:34.243Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:61c4:996e:a0d1:68f3,Espírito Santo,2023-02-14T00:54:02.325Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:4478:8e66:9bf5:c9c8,Espírito Santo,2023-02-13T13:59:22.250Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.215.84,Espírito Santo,2023-02-13T13:28:40.843Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:7c11:6851:94b4:928b,Espírito Santo,2023-02-13T12:11:59.376Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:7c11:6851:94b4:928b,Espírito Santo,2023-02-13T03:53:44.708Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:d9f7:737b:fed5:e475,Espírito Santo,2023-02-13T02:44:00.363Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:dca5:494d:fb7e:952c,Espírito Santo,2023-02-13T02:04:41.689Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:fcae:1632:53dc:3165,Espírito Santo,2023-02-11T17:10:05.672Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:c1a8:c4b6:cb41:3f38,Espírito Santo,2023-02-10T08:43:47.046Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:b0ae:f624:6bca:694a,Espírito Santo,2023-02-09T22:05:34.051Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:c36:b388:5926:3c54,Espírito Santo,2023-02-09T08:55:28.211Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:c36:b388:5926:3c54,Espírito Santo,2023-02-09T02:52:32.018Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,189.50.7.134,Espírito Santo,2023-02-08T22:55:41.712Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,187.36.175.169,Espírito Santo,2023-02-08T12:29:05.948Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:8c81:fc80:3e52:f7d8,Espírito Santo,2023-02-08T02:20:44.975Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:550e:8086:7a4a:1cd3,Espírito Santo,2023-02-07T23:26:31.837Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:1ca9:4d6:1b92:f9b8,Espírito Santo,2023-02-07T02:52:47.503Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:29f7:7a1:1fc7:cb70,Espírito Santo,2023-02-06T03:49:08.940Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:f902:ab10:bd72:741b,Espírito Santo,2023-02-06T02:48:17.295Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:e9c2:170a:18c4:c7ef,Espírito Santo,2023-02-05T04:09:41.736Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:65c5:789a:d124:d877,Espírito Santo,2023-02-03T01:02:22.966Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:65c5:789a:d124:d877,Espírito Santo,2023-02-02T18:59:03.794Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2023-02-02T14:10:49.052Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:65c5:789a:d124:d877,Espírito Santo,2023-02-02T14:10:46.413Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:d2c2:4eff:fec9:162e,Espírito Santo,2023-02-02T14:07:48.470Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:b9d4:a0e0:dc9a:74bb,Espírito Santo,2023-02-02T01:30:34.368Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:b5d7:c82a:17c:e1a1,Espírito Santo,2023-01-31T01:41:17.647Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:e0d5:a50b:9acc:a14c,Espírito Santo,2023-01-30T13:41:08.908Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),177.91.215.84,Espírito Santo,2023-01-30T13:18:51.716Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:4023:94df:b679:276,Espírito Santo,2023-01-30T12:47:09.134Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:4023:94df:b679:276,Espírito Santo,2023-01-30T02:00:57.742Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:1d50:ab5f:7e6d:8009,Espírito Santo,2023-01-29T22:16:15.216Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:253d:7bd2:77b8:be0a,Espírito Santo,2023-01-29T21:04:54.128Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:e13d:66a9:913d:57c2,Espírito Santo,2023-01-29T13:22:58.969Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:e13d:66a9:913d:57c2,Espírito Santo,2023-01-29T03:02:50.486Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:b548:4b6d:8e4f:f924,Espírito Santo,2023-01-26T03:18:43.611Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:190c:9a06:f6f1:41e1,Espírito Santo,2023-01-26T02:20:49.080Z
NFCDCH-02-J7M07DN6415KR54A8F9KRH48X72FAV,BR,Chrome PC (Cadmium),Chrome PC (Cadmium),2804:11e4:406:c000:19d8:66aa:b12b:8316,Espírito Santo,2023-01-25T00:39:26.650Z
NFAPPL-02-IPHONE11=8-337FCE214DFB23F1C3F24816644FE8396B22A7160499D1DC7645D4599D978DEC,BR,Apple iPhone XR,Apple iPhone XR,177.91.215.84,Espírito Santo,2023-01-23T17:55:00.841Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:30f1:12e4:2cea:f7f3,Espírito Santo,2023-01-13T14:33:19.488Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:c19c:194b:2fcd:7506,Espírito Santo,2023-01-13T00:33:47.662Z
SSTV-NM21-0000000000000003582328,BR,Samsung CE 2021 Nike-M2 UHD TV Smart TV,Samsung CE 2021 Nike-M2 UHD TV Smart TV,177.91.215.84,Espírito Santo,2023-01-09T23:24:33.571Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:7cae:d03c:5bdd:4b8c,Espírito Santo,2023-01-08T13:47:20.918Z
SSTV-KUE2-0000000000000002998462,BR,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,Samsung CE 2021 Kant-S2e UHD (AU8000) TV Smart TV,2804:14d:ae84:8194:5cef:9681:7a8:464a,Espírito Santo,2023-01-08T01:00:51.316Z
